,comments,stars
32,"The first time I used this, I was amazed by it's amazingness.  I am convinced that this garlic press absolutely maximizes the amount of minced garlic that you can get from each clove.  I have been using an Oneida garlic press but it does not even compare to my new Zyliss.  Worth every penny for someone who cooks and loves garlic as much as I do!  The handy cleaning tool is a big plus and I love how it fits inside the handle of the garlic press for storage but if it gets lost, you might be up a creek without a paddle.  So just don't lose the little cleaning brush and you will be very pleased with your purchase.  I do not understand the bad reviews on this product.  I cannot say it enough; I could not be happier with this garlic press.  Top quality but not as pricey as some other top rated garlic presses.  Trust me, I read a lot of reviews before biting the bullet on this one.",5.0
33,"Works like a charm! Completely presses out the garlic while leaving the shell inside the press. Thrilled with this purchase, definitely recommend!",5.0
34,"I love garlic, so I use a lot of it. Not only does this smash every little bit of the clove you put in, the cleaning brush is a god send. It snaps into place, fits every hole on it, & the long brushes on the end are perfect for pulling out the bits that are stubborn.",5.0
35,Just the best garlic press I've ever owned.  Works easily and cleans easily.  What more could anyone ask?,5.0
36,This garlic press is awesome! Very easy to use and even easier to clean!! Very pleased with this purchase!,5.0
37,"Love the Zyliss garlic press! This is my second, and is big enough to hold BIG cloves. BUY THIS PRESS!",5.0
38,"This press is FANTASTIC.  I've probably gone thru 5 cheaper garlic presses in the past few years.  I can't believe I waited so long to purchase what I thought was so expensive for a garlic press  The Zyliss has no garlic waste, truly every drop is now used.  I do peel the outer skin first.  Ginger is pressed so intense that the left over fibers are almost dry.  So this is the best value when you take in to account the amount of product returned in garlic and ginger.  It appears to be very durable, love the built in storage/cleaning brush.  Hope it will outlive the lives of my other presses for years to come.  Even if it doesn't I'll purchase another Zyliss over any other brand.",5.0
39,"I have bought several garlic presses over my lifetime.  This is the best!  It works, and it cleans easily.",5.0
40,"I would say I love this thing, but it is still just a garlic press.  A great one.  I have had it about three weeks and used it probably 10 times.  Only once did anything squeeze out the side.  I just pushed it back in and pressed again.  Easy. Our old one would spill out every time.<br />Very easy to clean.  Paper pops out in a clean sheet.  Plastic cleaner works well.  One user complained that cleaner has to be used from far side (as opposed to the handle side). I disagree and think this is an ergonomic convenience. I hold the press in left hand and work the cleaner with right hand.  Easy.  And a three timed fork on the end of the cleaner grand the paper leftovers easily.<br />That the business part swings on a pendulum keeping it flat is a big plus.  Most other change the angle of Ttack as you close the press.<br />Would recommend to a friend.",5.0
41,"I bought this for myself about 6 months ago after the previous one lasted about a month.  This garlic press is fabulous! I can put 3 cloves of garlic in it and press it closed and it never bends out of shape.  I use this press at least 3-4 times a week.  The red cleaning tool works great, just push in in from the outside and pick out the waste.  I loved it so much that I just bought another one to give as a gift!",5.0
42,"It is a little larger than my previous Zyliss Garlic Press, which gives it the plus of being able to press more cloves at a time, and the minus of making it more difficult to press if you do. I always press my garlic unpeeled, and use the tip of a sharp knife to pull out the remains from the press, so I find I do not use the handy little blue plastic cleaning attachment. It tends to fall out of the handle when you are pressing garlic anyway. The only reason I do not give it five stars is because dishwasher use is not recommended. I did anyway, with my old one, and the finish finally buckled, necessitating this purchase. I'm washing this one by hand.",4.0
43,"I love this garlic press!  Who would have thought it!  It is much smaller and lighter than our previous (oxo) - so yay for more space in the drawer.  But what I couldn't believe was how little garlic is left behind.  This sucker presses ALL the garlic through!  I'm used to having a fair amount of it left behind, that I then have to throw out.  With this press, you can barely tell you've had anything in it at all.  The brush makes clean up easier, but most of the garlic left comes out if you rinse it.",5.0
44,"The finish on my old Zyliss garlic press eventually wore off after 35 years of use, leaving a black stain on my hands and garlic, so I had to break down and get a new one. I chose the larger style because my old one would only press portions of a clove at a time, so I was interested in something that could accommodate more volune at a time. The handles are a bit large for my smaller hands, but not as problematic as some reviewers indicate. If this one lasts as long as my old one did, I will be very happy. And I also like the built in cleaning head. Very handy.",5.0
45,When something is made properly it can just be magic especially when you compare it to poorly designed garbage I have 3 others that are at the back of the drawer dying a slow death until I move or have a yard sale.,5.0
46,"Didn't use the one I had for years because it wasn't as shiny and pretty as my stainless steel press.  What a mistake.  Once my other one broke and I tried this one, I was sold.  Used that one until it broke (years later) and promptly order a replacement.",5.0
47,"So nice to have a garlic press again, its been too long. Easy to use and clean. Don't listen to haters that think garlic crushers are a waste of space and money. I was like that for a long time. I have spent decades without one because I was conditioned to think that they weren't worth the space and money. But if your crushing and mincing garlic every day, this thing really is a real time saver!",5.0
48,works as described and easy to clean.  will change review if unexpected happens,5.0
49,Same as last one I bought will only wash by hand as last one pitted in the dishwasher,5.0
50,love all zyliss products. They are the best!! love that it is so easy to clean,5.0
51,I have used this brand for many years..this model works as well as their original.,5.0
52,"Good, good product!  Best garlic press I've ever owned.  Truly no need to peel and easy clean up to boot.",5.0
53,"I have broken 2 garlic presses where the actual garlic press is metal, but the handle is plastic.  When the handle is plastic, it is so easy to break when you press hard on the garlic.<br /><br />PROS:<br />(1) Strong Handles.  The entire contraption is metal so when you press the garlic very hard, this is much more durable than other garlic presses.<br />(2) Hole Cleaner.  Getting the garlic peel out of the press can be annoying and make you hands smell like garlic for the rest of the day, but this has a nifty plastic hold cleaner that cleans the holes and keeps your hand clean.<br />(3) Large Basket.  This press is large enough to hold multiple cloves and press at the same time.<br /><br />CONS:<br />(1) Although the basket is large, if you press more than one clove, the peel can block up the holes and make it difficult to thoroughly press all the cloves.  This will be the case with any garlic press though.  I wouldn't press more than one clove at a time.",5.0
54,Excellent garlic press.  I had a Susi years ago that got lost.  I tried another brand and was very unhappy.  So I went back to Susi.  Will never buy another brand again.  But I shouldn't have to unless I lose this one too.  It's very well made.  Does an excellent job and is easy to clean.  I love the little red &#34;brush&#34; for help cleaning.  Everything about this press is great.,5.0
55,"This garlic press is a huge upgrade from my previous model, which was stamped steel with a removable basket.  The tolerances are much tighter and the nubs on the plunger hold the garlic, so almost all the garlic ends up crushed, instead of squeezing out around the plunger.<br /><br />As some have mentioned, it is easiest to clean immediately after use.  When I forget or am lazy, I just soak the whole press for a few minutes and then it's easy to clean again (the garlic residue softens).  I haven't broken the cleaning tool yet, but I could see how it would be easy if you forced it in backwards (the pattern is not fore/aft symmetric!) or got excited while using the 3 tooth end.  It will still be an awesome press if/when the tool breaks, I'll just be using toothpicks to clean it.",5.0
56,"I use lots of fresh garlic.  Daily. Luckily, at my local grocery they offer cute little plastic baskets filled with garlic cloves that have been cleaned, so all I have to do is pop one or two of those babies into my cool Zyliss Garlic Press and I'm ready to roll.<br /><br />Before my Zyliss, I had several different garlic presses that I picked from, willy nilly, from the kitchen tool drawer.  One was easy to squeeze, but hard to clean.  Another one was creaky and stiff, made my hand hurt if I didn't cut the clove into parts before filling its bin for pressing.  A third was trendy and did a terrible job, the only time I used it was when I fell prey to how techno it looks and stupidly thought that maybe this time, things would be different.  They never were, and I should just toss that one out - but I won't, because it's so artsy.<br /><br />It's as if I had been dating, and suddenly met The One.<br /><br />The Zyliss fits easily into my hand, and I can squeeze without hardship.  This is true, even if I put several garlic cloves into its bin at the same time.  Lovely.<br /><br />The Zyliss also has a fabulous cleaner that makes the press extremely easy to clean.  Shoves the mess right up and out, no need to worry about getting the grit out of those tiny little holes.  Nice.<br /><br />Finally, the Zyliss is light as a feather, or close to it.  It's sturdy without anchoring your wrist down while you're working.<br /><br />Problems with it?  Very few.  I've almost lost the cleaner once or twice since it is separate from the press itself.  That would be a nightmare if it went missing.  I'd have to buy another Zyliss asap.<br /><br />I recommend this product - as well as using fresh garlic!<br /><br />- Reba Kennedy",5.0
57,This is probably one of the very few Garlic Press that I have not broken. I've always been a fan of Zyliss and I must say they put a lot of time and effort into making the best products.  I initially bought a few different garlic press over the span of 6 months and broke them all.  They were all cheaply made by different manufacturers.  I've been able to use the Zyliss without any issues.  It literally does the job for you with one press. Very nice design and a handy garlic press.,5.0
58,"Works great, even better price. And the cleaner is pretty useful too !",5.0
59,Works! It truly does peel the garlic clove for you! What a time saver!!!,5.0
60,"We had the original ""susi"" and used it for years. It just simply worked. It was easy to clean, wasted no garlic, it was perfect. When my daughter got married my wife graciously gave our susi to her. I bought another brand for us that seemed very well built, but it didn't do a very good job. I tossed it in the trash one day in frustration ... and ordered the ""susi 2"".  It's a bit bigger and can crush garlic without peeling it. It works flawlessly... don't ask me how Zyliss does it, they just do. I read a few reviews that stated it did not come with a tool to clean the press ... it certainly does ... it's neatly tucked away in the handle .... good job Zyliss.",5.0
61,I have 5 garlic presses and I have been searching for the best one. I had one that I got from target that I loved but the plastic handle broke (from over use). It had very similar design as this one. After it broke I have been looking for a replacement and so far they have all sucked until now. I am so excited to use this garlic press because it actually presses out garlic-all the other ones just smashed my garlic and only a little bit of garlic would make it thru the press. I love this one!,5.0
62,"This is an excellent garlic press.  It doesn't look as heavy-duty as some of the others I've seen, and it's not nearly as expensive as some, which worried me when I first bought it.  But now that I've had it for over a year, it's been exceptionally durable, and very usable.  It's made out of high quality materials, and its design does a great job of pushing all the garlic through, and leaving very little pulp/fiber behind.  It's also easier to clean out than any other press I have experience with.  I've kept it out of the dishwasher, so I don't know how it would stand up to that.  Highly recommended.",5.0
63,"I could not wait until I could replace my old stainless garlic press with something that was functional and easily cleaned after every use.  I read several reviews on different presses and based on the Zyliss reviews, I purchased the Zyliss.  I use garlic almost daily and this is a very simple and easy press to use; no need to peel cloves, just put them in the press whole.  It is large enough to press two cloves at a time and clean up is a cinch with the built in cleaner.  It attaches to the press so you cannot lose it in the drawer.",99
64,"This thing works very well. My recommendation is that you clean out the garlic immediately with the red brush or else it'll try and become harder to clean later. Also, it works best if you scrape it out in between every clove, as the skin will start to create a barrier that affects the garlic coming through the holes. It will technically work if you don't but not as well.",4.0
65,This is a kitchen item I would not be without. I have use it (or previous versions) every day for at least ten years and it is just so well DESIGNED. The garlic is minced perfectly without the need to peel the clove first. The dry outer part of the clove comes out of the holes easily if you open the handle straight away. If it dries in there you will need to use the plastic &#34;hedgehog&#34; that comes with it to clear the holes.<br /><br />I've tried many garlic presses that only just work or work badly. This one is a joy to use because it works so well.,5.0
66,It has a large compartment for multiple cloves and requires minimal effort to press. The brush is somewhat helpful but doesn't clean out completely. I use tooth pick. I recommend peeling before pressing anyway to avoid the mess and wasting garlic in the separation process.,4.0
67,love this little press ... Zyliss makes sturdy products,5.0
68,i cook regularly and use garlic. this is the best yet,5.0
69,"This is the best garlic crusher I've ever seen or owned. it obliterates the clove of garlic, so there is no waste!",5.0
70,"Easy to use and clean, peels garlic in not time.",5.0
71,"I spend a lot of time in the kitchen, and there aren't many gadgets that I use more than a garlic press. Garlic just makes everything better! But frankly, it can be a real pain in the butt to cook with just because of everything involved in preparation. Peeling takes forever, you have to be careful cutting (my main knife is a Togiharu, and it has required me to get stitches...), and if you use a garlic press they just refuse to clean. The Zyliss Jumbo Garlic Press has solved all of my problems. No peeling necessary, and the blue cleaner locks inside the press until you need to use it, so it won't get lost in the back of the drawer. I think I need to get one of these for my mom!",5.0
72,"My Mom has been using this garlic press for years and I've always wanted one like hers. My husband and I recently got married about 8 months ago and while we had pretty much everything we needed from our registry, there were some things we were missing. So I asked my Mom what the name of it was and immediately went to Amazon and ordered it. So far so good! I love that you don't need to peel the garlic and the blue cleaning tool is great too because it snaps right back into place when you're done using it and gets all the garlic out that might've been left behind. I love that it's dishwasher safe and I don't have to press down too hard to get the garlic to go through. Awesome product, would recommend.",5.0
73,"Crushes garlic perfectly, and clean up is a breeze.",5.0
74,"This is the first garlic press I ever bought for more than a few dollars, and boy, is it a new experience!  The cheap presses I am used to (including OXO) are messy, inefficient,  and a real pain to clean.  This press is so easy that I have been using garlic like it's going out of style.  I really don't need to peel garlic cloves any more; I just pop 'em in (two or three at a time, if they'll fit) and squeeze.  The residue comes right out, and I'm squeezing more.  The little cleaner thingy does a very good job of clearing the holes, but not such a great job of staying in its place in the handle -- I just leave it in the drawer until I need it.",5.0
75,"Love this tool, works like a potato ricer.",5.0
76,"A dish is not a dish without garlic, and this garlic press is the fastest and best way to make that happen. I've tried 'em all, and trust me, folks, this one is the gold standard! It crushes easily, cleans easily (even without the plastic bit which I never use) and what else is there to say?",5.0
