,comments,stars
10,"This is my first garlic press so I can't compare it to others.  I am writing this review after using the press about 15 times.  The press feels sturdy and well designed.  Clean up is easy.  I haven't pinched myself with the press so I don't know if that should be a concern.  Peeled garlic minces easily.  Unpeeled garlic also minces easily however since the outer shell is left in the 'basket' subsequent pressings are a little harder but not impossibly so.  I also minced fresh ginger which wasn't too hard however it isn't as easy because of the fibrous nature of ginger.  Some of the ginger comes out minced but the fibers are caught in the basket, so those have to be removed on occasion.  What I do is mince ginger into a small bowl, saving the ginger juice then remove and cut the fibers and place those into the bowl.  All this was not unexpected .",5.0
11,"Oh, so THIS is why you pay $30+ for a garlic press!<br />I'm a garlicaholic. I must have tried just about every press on the market, including a tubular &#34;mincer&#34; thingee.  Nah. Yuck. The only other press that came anywhere near this is made by Oxo. This does an excellent job of squishing the garlic gloves, and while you don't need to peel the cloves, I generally do. (And yes, smooshing the cloves with the flat of a knife blade works, but then you only have smooshed garlic, not pressed.)<br />I've giving it 4 stars instead of 5 because there is still some &#34;mash&#34; that comes up the sides of the presser. But that's a small nit and easily picked. The fact that the mesh screen flips out for cleaning is a huge plus--no more wondering where did I put that little pronged cleaning tool or how do I get the garlic pieces that are caught in the holes on the inside.... You do still have to scrape&#34; the outside of the mesh where the mashed garlic comes out or drag it along the edge of the pot or pan, but you have to do that anyway with most of the presses I've tried.<br />Worth it....",4.0
12,"My only thought with this press is why in the world did I wait so long?? I'll admit, I was a bit put off by the price, but I had been using a stainless steel one that was very frustrating. I had also gotten a replacement about a year ago and it literally last one time. The bolts broke, and I had to throw it out.<br /><br />When the Kuhn RIkon first arrived, I thought - wow! This is a little heavy and bulky. Not one bit once you use it! It works just as they said it would (see the You Tube video for garlic press reviews). It smashed through a large garlic clove like nothing! Larger cloves do require a bit of heft, but so did the other one with dubious results. Also - no peeling! Just pop the clove in and you'll have lots of minced, squashed garlic instantly. I figure the amount of money I'll save in buying garlic will more than make up for the cost as the other press gave me practically no garlic from each clove. I can't wait to buy this for family.<br /><br />As an aside - check out the Kuhn Rikon can opener. Once I was looking for a replacement and a saleswoman recommended it (even thought they did NOT have it in her store...) saying, &#34;You'll never use another one!&#34; Right again, Kuhn RIkon, as there are no more sharp edges with their opener. Opens any can easily and safely.",5.0
13,"At the &#34;advancing&#34; age of seventy, I managed to break the handle on my previous garlic press, one that I thought was pretty sturdy.  So I was looking for a heavy-duty garlic press that was at least grandma-proof, and this one seems to be.  I like the fact that the part that cleans the press is attached and  pivots out for easy cleaning.<br /><br />The product description says that you don't have to peel the garlic with this press, but I have't tried the unpeeled garlic yet.  Most presses leave some residue in the chamber, and you can get more garlic out by using a knife to lift  and  rearrange the residue and pressing it again.  I'm figuring that more detritus in the chamber means less garlic coming out of the press.  But I promise that the next time I press garlic, I'll try the unpeeled garlic to see if there is a difference.<br /><br />None of the garlic presses have perfect scores, and if this one has a defect, it would be that it is a bit heavy and might require two hands to press, but I don't regard that as a problem.",5.0
14,"Yes, yes, there are those who say that it's too small to fit some garlic cloves into, or that it's hard to clean, or that it's too expensive, but you can forget about what they say.  This is the BEST garlic press you will have ever owned.<br /><br />* Sure, for some of the bigger cloves I might have to cut the clove to fit it in the press, but who cares?  How lazy are we anyway?<br />* It's not hard to clean, because you just open it up and run it under water and the garlic remnants come out; sure there may be a bit of garlic stuck in one of the holes, but it will fall out as it dries anyway, so who cares?  Do we have to be so obsessive?<br />* This thing is so well designed it presses-out a clove of garlic almost like a knife through butter.  It's that easy.<br />* It opens-up on a hinge so that you have access to the press screen to clean it out and you don't have to dig around into a compartment to get the garlic remnants out.<br />* It's stainless steel and not coated with some creepy non-stick stuff that you don't want to get into your food as you take a knife to scrape the pressed garlic off over your food.<br />* The handle design makes it easy to hold.<br />* There's no dumb separate plastic press cleaning device to drop down the drain as you try to clean it.<br /><br />What are you waiting for?  Yes, it's expensive, but this is one use-specific kitchen tool I will not regret spending some money on.",5.0
15,"I love the ease of use, cleaning and the overall functionality of this press.  I had broken cheaper ones and this one is solid and built to last.  My only complaint is that it will bite you if you're not careful how you hold it.  For some reason, the designers decided to ensure that the meaty part of the palm of your hand will get pinched when squeezing the garlic press completely.  It's easy enough to avoid and you won't make the mistake of holding this like a pair of pliers more than once (after that, I guarantee you will learn your lesson and never do it again - hurts like a MOTHER!).  But overall it is a great garlic press, goes into the dishwasher just fine and is a breeze to clean.",4.0
16,"Kitchen implements are a pretty individualized thing. Every cook is different, after all, and what works for some just doesn't work for others. This isn't the most ergonomic design, and it's really built for medium-sized hands for people with a reasonable grip strength. If you have a weak grip, you're going to want something with more leverage; if you have large, meaty hands, you'll have to take care that you don't pinch part of your hand in the handle.<br /><br />That said, this works incredibly well for me. The leverage is right, the fulcrum is directly over the clove, I don't get caught in anything, and I can very efficiently get through a lot of cloves of garlic with this. It will take one large clove or two medium cloves easily—you don't even have to peel them, and I often don't, because it makes cleanup slightly easier—and the result is a very nicely minced/pressed garlic.<br /><br />It is, of course, a garlic press. There will be leakage on occasion, and occasionally bits will jet out. This is common to all garlic presses, and it's more about the nature of garlic than it is about the press itself. That said, that leakage is fairly easy to deal with (the handle opens all the way, not only lifting the grating plate but exposing everywhere any escaping garlic might be so that you can collect it all).<br /><br />Cleanup is relatively fun compared to other garlic presses I've owned. When you open the handle, the grating plate lifts up and is ridiculously easy to clean out, especially if you've been doing unpeeled garlic (just pull off the peel under running water, which clears most of the leftover garlic as well). A vigorous rinse under tap water will generally do the trick. With other garlic presses, it's sometimes difficult to get the bits of garlic out of the grating plate, but this one is thin enough that there's no trouble at all. If you've been unfortunate enough not to clean it out immediately after pressing garlic, letting it soak for 30 minutes will generally free up any dried-on cruft.<br /><br />The construction is sturdy, and it feels solid. If you have an exceptionally strong grip, you could carelessly break this, I suppose, but it seems in no danger from me.<br /><br />I've owned two of these, and had no troubles with either one of them.",5.0
17,"Really nice press. The design for cleaning is brilliant.<br /><br />This is my second review of the press I bought last year. It turns out the press I bought via Amazon was through a 3rd party and a counterfeit. It actually worked very well, for a year. Then the upper handle splayed open and the two halves fell apart.<br />Kuhn Rikon has an excellent warranty, so I contacted them and sent them a copy of my Amazon order confirmation. Kuhn Rikon identified the seller as a counterfeiter.<br />Here's the great part - Kuhn Rikon is sending me a new, genuine Kuhn Rikon garlic press. That's amazing. The customer service is fantastic.<br />The lessons are: 1) If a vendor has a product at a steep discount, it might not be legit. 2) Kuhn Rikon has a great warranty and fantastic customer service.",5.0
18,"This falls in the buy once cry once category.  I heard this was the best reviewed garlic press from Americas Test Kitchen  a couple years ago and with previous experiences, decided to give it a shot.  I used to have a few presses and of those the Zyliss was the best (coating flaked off within 4 months).<br /><br />1. Works great on both garlic and ginger.<br />2. The easiest cleaning press I have ever used (Zyliss needed a little blue plastic piece with pegs).  Practically just run your finger over it while rinsing.  The part with the holes is not built into the cup portion.  It is a separate flat piece except for the short side ends.<br />3. No plastic or coated metal like the Zyliss presses.<br />4. You do not need to get the handles touching to do a full press.",5.0
19,"My husband and I are devout followers of Cooks Illustrated, so when we saw the video recommending the product on their website the other day, we were intrigued. But our initial thought was ""NO WAY are we paying $40 for a GARLIC PRESS. That's RIDICULOUS. Just... No WAY."" However, C.I. made a good point as to how various garlic presses can in fact greatly affect the taste of your food. If the garlic comes out too chunky, it can sink to the bottom of your dish and not flavor it evenly. If it's a mix of chunky and fine, half sinks to the bottom, and the rest burns too quickly compared to the bigger chunks, resulting in a bitter taste. But if it all comes out finely minced, it all cooks evenly and flavors your dish evenly, thus dramatically affecting the flavor of your entire meal. Being the foodies that we are, we were suddenly obsessed about getting the perfect mince on our garlic, therefore requiring us to get the perfect press. So we sucked it up and paid the $40. It arrived yesterday, and we are downright GIDDY. It feels amazing in your hand. It's heavy, and solid, compared to our lightweight former press. And it feels so good to squeeze. It feels good in your hand, and when you squeeze it, it has this satisfying sound and sensation of a soft ""pop!"": the clove bursting vibrantly inside the chamber. Then it all comes out just... so perfectly, you cannot even imagine. And it's a snap to clean. We kept popping cloves all night, until our dinner was obscenely garlicky. And it was the best tasting garlicky meal we have had in a very very long time. It really DOES affect the flavor of your food. Our former press was more of a garlic JUICER by comparison. It left a lot of the clove behind, and just dribbled out a ton of the juice while extracting very little of the garlic clove itself. But THIS... well... GOLLY. We are never going to use another garlic press ever again. Thank you Cooks Illustrated!<br />PS: After dinner, we admitted we would pay even more than $40 for this press. Something that we NEVER thought we would EVER pay for a garlic press before it arrived.",5.0
20,"I've owned other presses that are a pain to get clean -- bits of garlic always got suck in the holes and I had to dig them out with toothpicks. This press, however, not only does a great job with the garlic, the way it's built seems to make it far easier to clear garlic from the holes by just putting it under the faucet. The stainless steel construction has held up very well over many dishwashing cycles, and it feels great in my smallish hands.",5.0
21,"I love garlic but cutting it is always a problem for me. I do not want to dirty a food processor to chop one clove of garlic. This works perfectly for me and is sooo easy to clean. Open it up and  raise the presser and rinse it out after each use. If you leave garlic in it will dry and become like glue and will take longer to clean just because that is how garlic is on any surface, but of course if you later soak it a few minutes it would do if you do not have time to rinse after use. I saw someone complain about it being hard to press. Im sorry but if you have a hard time pressing this, even with a really big clove, you are just a complete wimp. Just use both hands for leverage, one to steady and one to squeeze, it is not rocket science. Most cloves do not require that though so it is only if you use a large clove.. Also it is not at all hard to keep the metal mesh part from coming up. Really you peel your clove, pick up the mincer, hold it in your palm like a trigger put your thumb on the tab, drop the clove in and that little weight will hold it down for the half a second you get ready to close down the other side and press.<br /><br />I said all this because I need no plastics but was concerned about some of the comments but now I see they are absolute bull pucky and I hate being mislead by unreasonable reviews by people who lack basic sense.",5.0
22,"After the finish on my 19 years old Zyliss started breaking down, I had to get another garlic press. We tried to go economically, but in the world of garlic presses, you get what you pay for. This is mainly because of the high pressures exerted on the handles of the press - the metal and construction have to be first rate. After going through two decently rated garlic presses I was disgusted with the way the handles so easily flexed (bad design for a garlic press) and decided to just spend the money on a garlic press that would last.<br /><br />This garlic press is made to last at least a generation. It is strong, relatively easy clean, and minces the garlic perfectly as long as you don't over stuff the basket (common sense). If you used minced garlic only twice a month, save your money and learn how to use a knife to mince it. But if you use minced garlic several times a week, BUY THIS PRESS! At $40 it is more of a commitment than a whim, but I believe it is worth it.",5.0
23,"I love this garlic press!!!  I've had many garlic presses over the many years that I've been cooking.  My last press was similar in design which I loved, but had a coating that wore off after a few years of use.  Without the coating, the minced garlic was unusable, as it was stained from the bare metal.  Stainless steel is the ONLY way to go.  It's clean and easy to use.  The garlic comes out nicely minced, and it is a breeze to get the garlic residue out.  It's dishwasher safe and fits nicely in my hand.  What more can I ask of a garlic press???<br /><br />This press is a little expensive, but it's built to last a lifetime.  I won't have to ever buy another garlic press again.",5.0
24,"Phenomenal device!  This garlic press will easily and efficiently handle medium and large cloves of garlic without having to cut them into pieces first.  When pressing, none of the garlic escapes from around the edges of the plunger, and the pressed garlic is of uniform size and texture.<br /><br />The press is made of heavy gauge stainless steel, so it's much beefier than the cast aluminum presses that most of us are familiar with. At 3 times the price of a &#34;grocery store&#34; garlic press, this is not an inexpensive tool, but it's a bargain considering how well it performs.",5.0
25,"Outstanding build quality with hefty gauge stainless steel construction throughout. Clever hinge lever design that requires less force and is extremely easy to clean compared to Zyliss Susi Deluxe with its detachable hole cleaner (which I lost after about 3 uses).<br /><br />The &quot;almost&quot; part: I have experienced pinching on my hand when using this press. Twice it's nipped the soft area between thumb and forefinger. I'll chalk it up to familiarization issues on my part for now, but will wait to see if I can learn the &quot;proper&quot; way to use it. Also, my adult daughter did not think the force required to use it was substantially less than other garlic presses, but I did (with my giant meathooks).",4.0
26,"For years I've used a traditional aluminum garlic press, and every day for the last twenty years I wanted a garlic press that was easier to clean. Look no further! The smart design of this garlic press makes cleaning a snap. The hopper (while remaining connected) actually ejects giving you easy access for rinsing (no more digging and poking). Now, while the design is great, it isn't perfect. With larger cloves, you'll notice pieces of the clove get smashed up the walls of the hopper instead of being pushed through (a problem I didn't have with my traditional press). Of course, this is an easy enough problem to mitigate by cutting down big cloves, but I think some tweaks the design could solve this (thus 4/5 stars). Even with this little annoyance, the time and energy you'll save with cleaning is well worth it. I definitely recommend.",4.0
27,"The Kuhn Rikon Epicurean Garlic Press is simply the best garlic press on the market. The vast majority of garlic presses on the market, since forever, are not very well thought out or designed. They are usually too small, or have poor leverage for crushing the garlic clove, etc, The biggest sin of almost all other designs is that they force you to claw and scrape out the residue of the garlic clove and are difficult to clean. Not so the Kuhn Rikon Epicurean Garlic Press. It can handle several cloves at once, and the swing out basket and grate feature is both unique (does Kuhn Rikon have a patent on this? No one else offers this feature) and easy to clean. Great functionality and built to last. RECOMMENDED.",5.0
28,"For years, I faithfully stuck with my Zyliss press.  I'm a big fresh garlic user and it was so easy to use, but I couldn't stand how hard it was to clean - yes it came with a little tool but the plastic prongs would end up bent after so many uses, plus who wants to go digging for that after every use?  Also, I was getting fed up with the coating flaking off, then turning rough and dull.  I subscribe to America's Test Kitchen and they had the Kuhn as their top press.  It was time for a new one and I decided to go with it.  I'll tell you, this is the absolute best press I have ever owned!  Very easy to use, extremely easy to clean.  Only 'con' about it is, I wish the handles were a bit longer, other than that, it's great!  A bit pricey, but, so far has been worth it. Very highly recommended.",5.0
29,"I decided to buy a good garlic press after reading ""Eating on the Wild Side"" by Jo Robinson. She explains that allicin - the ingredient that makes garlic so healthy - is only formed after the separate components aliin and alinase mix and set together for a few minutes. The more thoroughly you mix them, the more allicin you get. Jo recommended a good garlic press as the best way to get the most health benefits from your garlic.<br /><br />I did a lot of research before spending money on a good garlic press. Over and over again I found Kuhn Rikon getting top recommendations. I own one now, and it's wonderful! I can mince an entire bulb of garlic in the time it used to take for me to peel and chop one clove! Using fresh garlic has gotten so much easier that I expect to do it a lot more often.",5.0
30,"Wow, this is the best garlic press I ever got!  I actually bought it for my daughter's kitchen b/c every time I've cooked at her house and got annoyed with her supposedly 'gourmet' garlic press.  This really presses the garlic through very nicely and cleans well in the dishwasher.  The finish on it seems very durable and I highly recommend this for anyone who likes to cook with garlic and looking for better garlic press.  I think I'll get one for my house, now that I see how this one puts my garlic press at home to shame.",5.0
31,"I dislike that garlic comes out the back and side walls, not all garlic is pushed through the holes. It gets messy this way, leading you to having to clean it out after 2-3 cloves of garlic.<br />The press works great otherwise. Be careful, you can pinch your skin while pressing with 2 hands if you can't completely do with one hand- not fun if you do get pinched.<br />BTW- the garlic comes out so finely pressed that we've actually begun to use 40% less garlic when cooking. The press increases the surface area of the garlic and extracts more oils from it which coats our food better with less cloves used. This will save us money in the long run, not that garlic is expensive but now we won't be wasting it either.",4.0
32,"I got this garlic press on the recommendation of America's Test Kitchen. It's a great kitchen tool. It's sturdy and solid. The best part is that it cleans easily. No special small brush or other special tool to clean this like I did with our old garlic press.<br /><br />Update 1: After five months our garlic press broke. One rivet seems to have failed. I called Kuhn Rikon. They gave me the another number for the warrantee and maintenance department. They immediately offered to send me another one, free of charge. Love it. Cannot get better customer service than that.",5.0
33,"any other garlic press out there! Good capacity and built to be easily cleaned (my biggest problem with others). Somewhat pricey but worth it if you frequently cook with garlic, which is what the culinary gods intended.",5.0
34,"This thing is a monster! I find it impractical for just one or two cloves, but if you're doing 8-10 cloves of garlic, it does the job. Great for pressing pieces of ginger. Don't use it as much as I had thought, but that is more for the fact that I will be cleaning a knife regardless, so why dirty this?",5.0
35,"My mother-in-law asked for a good garlic press for Christmas and after hunting around everywhere I was stumped. I wanted to get something that:<br /><br />- was easy to hold in your hand<br />- not difficult or painful to press together (to crush)<br />- could crush both peeled and un-peeled garlic cloves<br />- was really easy to clean (without using extra accessories)<br />- quality made from stainless steel<br />- produced fairly even garlic pieces (because it makes a difference in your cooking)<br /><br />I found a culinary review online that basically ranked this as the best garlic press (out of about a dozen) and it ticked pretty much all the above criteria. And I have to say ---- it did not disappoint! My mother-in-law loved it so much, I went ahead and bought me one too! And it's great!!",5.0
36,"I've tried MANY different garlic presses in my life and this is a &#34;six star&#34; item. Spend a little more now and you will have a life long tool that works almost perfectly - All stainless -  Strong enough to hold up to the force needed to crush the clove - Enough leverage to make pressing cloves easy (one or two handed) - Large enough to fit large cloves- Completely crushes and separates the meat from the pulp - Size of the strainer makes a consistent size mash that evenly cooks - Cleaning is easily achieved since the strainer swings out exposing a flat surface so there is not basket to dig the pulp out of. Just rinse it off, wipe it dry and it looks like new... Get it, you will not regret it and I guarantee you will spend more on cheaper, inefficient presses over time.",5.0
37,"been using a 3 piece Italian Garlic press for 40 years.  It works well  but requires my superman hand grip.  My wife has been complaining about the strength required, so I tried this one.  It is beautiful y built and uses mechanical advantage well.  It is easy to use and easy to clean.  Because it is more complicated than my 40 year old, it is also slower,<br />If I was a line chef, I would use my 40 year old for speed.  At home, the KREGP is the choice, because it is easy to use and easy to clean, and I usually have the time. I suppose the only upgrade would be to a small food processor.",4.0
38,"one of my favorite kitchen tools. i somehow lost my grandmother's old garlic press which was wonderful and none of the three others i tried measured up-- until this one.  it crushes garlic without removing the skin (ok, so you have to use a knife to slice it off when it comes through the holes if you do it that way, or take the lazier way out and scrape it against the pan edge).. and you can open it completely and push off the garlic skin with one finger-- no scraping to clean it, no garlic stuck forever in the tiny holes, etc. expensive, but sturdy, and will last forever (unless you lose it.). i rarely take the time to write reviews, but this little gadget is just good enough that i had to.  buy it.",5.0
39,"This is a great garlic press.  It minces the garlic very easily, and it is well designed to be easy to clean.  It has a little heft to it, so I also like using it to smash my garlic clove a bit to easily remove the garlic peel.",5.0
40,"Ordinarily, when there are already nearly 700 5 star reviews, I wouldn't add mine, but this tool is just too good to say nothing about it.  I have used cheap presses, scratching my head and assuming my ignorance was the problem when nothing happened.  And I have used the really good-looking KitchenAid model, only to have the handle snap off after a few months use (KitchenAid did send me a free replacement).  This press is superb.  It is very strong, holds a goodly amount of garlic, doesn't take more effort than my now arthritic hands can manage, and I especially love how easy it is to clean.  It was worth every penny.  I expect to pass it on in my estate.",5.0
41,"This is a very good garlic press but there is room for improvement.  First the pros: the compartment where you put the garlic in pops out for easy cleaning.  It's entirely made of metal too.  My previous press made by Oxo had plastic parts and when it eventually started to chip off, I had to throw it out.<br /><br />The cons: the compartment is a bit narrow.  I wish it was slightly bigger so I can fit one large clove.  The handles also not made for small hands.  Again, to compare to Oxo, I like Oxo's heavy handles that sort of do the work for you when crushing the garlic.  With this, it's light so you really have to use more strength.<br /><br />The garlic itself that is extruded is fine.  Not very fine, but good enough.  To get very fine pulp, use a Microplane grater instead.",4.0
42,"We use tons of garlic and this is the best press we ever bought - and we have bought a lot of them.  Up to now, the Pampered Chef press was the favorite of my other half.  I found it hard to clean without the tool it came with.  He insists on putting everything in the dishwasher and it turned dull and made the garlic turn grey.  Yuck!<br />The Kuhn Rikon press is easy to use and super easy to clean.  Other reviewers complained about size, but don't mind cutting giant cloves in half.  Due to the way it flips open to clean, some of the excess garlic occasionally oozes out, but it's not a big deal for us.  Peels clean out easily and it comes out the dishwasher sparkling and shiny.",5.0
43,"Worth the money. Never thought I would say that, but it is true. I have gone through 2 other cheaper garlic presses in 4 years. The kind with plastic handles. I admit, I use garlic cloves at least twice a week when making meals. We love it. And the other presses kept breaking where the plastic handle met with the metal on the press part if it.<br /><br />So I consider this an investment kitchen item as it is all metal and therefore can't imagine it breaking for a very long time, if ever. I have owned it now for a few months and it does the job perfectly. I have zero complaints. I think this is the last garlic press I will ever have to buy!",5.0
44,"This design of this garlic press is very well conceived. It requires less work to press.  I am also using less garlic to produce same amount of the minced garlic that I need.  Cleaning is a breeze since the sieve hinges out.  Couple things that might bother some people. One is since the sieve hinges out, you will need to make sure the sieve stay in place before you put garlic cloves inside.  The other point is that larger clove of garlic won't fit, you will need to cut to half before put into the presser.",5.0
45,"This is a great garlic press. I had the same name brand product made out of plastic for over 5 years, we eat a lot of garlic so it was deffinetly very handy.  I dropped the plastic one and the handle broke, I was in the market to buy the same product but wanted something heavy duty.  I ordered this rpess and couldnt be more happier.  It is heavy duty, one solid piece and will last me forever.  I love it and recomend it to anyone who is looking for a professional grade press.",5.0
46,"I'm a musician (guitar/producer), so I'm a certified gear freak.  I research gear extensively to find the best in show, and then work my way down from the top to the price point I can handle, if I can't buy in at the top.  In this case, I had an Amazon coupon, which made this purchase a no brainer @ $11 out of my pocket.<br /><br />This is a near perfect Garlic press.  All stainless steel and very well engineered - very well thought out by a smart designer.  It does an excellent job effortlessly, and it's quick and easy to clean.  What more do you need?<br /><br />Since both handles are made from one piece of stainless steel, they won't break like other units that have plastic handles joined to a steel crusher assembly - Oxo junk anyone?<br /><br />At the full price, it's a bit hard to justify, but it's the kind of kitchen tool you can pass down to your kids.",5.0
47,"Ill make this review short and sweet. If your looking for a high quality garlic press that will give you easy, consistent results then buy the Kuhn Rikon. I have used a LOT of different garlic presses in my time including the R&ouml;sle and the Kuhn destroys each and every one of them. I actually just purchased my 2nd Kuhn Rikon Garlic Press as I took the first one up to my cottage and forgot to bring it back. I decided to just buy another one and leave my original one up there permanently. I have had my first one for about 4 years and it still looks brand new. This is impressive considering how much I use it. Its just built like a tank and it continues to press garlic as well as it did the day I bought it. In a world where it is increasingly difficult to make purchasing decisions, its always a breath of fresh air when there exists a product that is so head and shoulders above the competition. If only buying a new car were this easy.<br /><br />Bottom line - If your looking to buy a garlic press then buy the Kuhn Rikon. Its the best press on the market.",5.0
