,comments,stars
43,"So.. I have had a few garlic press's in my time and thought this was 'my forever press'. It was smooth, simply, and easy for even my wife to squeeze.<br /><br />The problem came at the 8 month mark i was using it for dinner (a dinner party where i had garlic in various dishes and had to mince numerous cloves) and the damn thing just broke. The bottom screen part that dices the garlic just came out.<br /><br />We hand wash this and take care every time..<br /><br />Now this is a 1 star going in the trash.",99
44,I purchased this because I had a Zyliss garlic press before that lasted almost 20 years.  This one pressed well. . . . while it lasted.  After only 10 months it broke at the place where the press is attached.  Very disappointed.,2.0
45,"The key to this thing is that you can press garlic without peeling it. Not so. In fact, it' more like a waffle iron for garlic. To get all the garlic you have to open it and pull out the garlic gauze. Not a fan.",2.0
46,"like others, this works fine, but after awhile the coating comes off, it appears to be paint off the aluminum but i'm not sure... i've been trying to remind myself to reach out to the company to see if this paint is harmful or not... but until then, I don't use this...",3.0
47,"The description said it was for extra large cloves. IMO it is so not. The photo sneakily exaggerates the size of the masher by the angle it's taken. It is 2/3 that size.  This press is for your average to large $2.99 lb garlic bulb, and is made of a cheap metal. No heft at all. If you buy extra large ""elephant garlic"" like me, this is not the press for you. I sent mine back. Luckily, I also bought a Berghoff 6 piece orion bar set on Amazon. The Orion comes with a fantastic heavy duty extra large press. I didn't need all the set's pieces, but really looks great and also has an awesome peeler and corkscrew. NEW EDIT: Please read the comments section for my review, as there is an interesting point that Elephant Garlic is not horticulturally true Garlic. Unfortunately, they call it Garlic at the grocery store, so  I based my review on the expectation that the extra large garlic easily available is termed ""Elephant Garlic"". If you just buy regular loose BIG garlic, the Susi 3 might work perfectly for you. I had given the item only 2 stars, and that is just my own assessment.",2.0
48,"This thing pressed garlic like a champ, I was using it almost every day. Then after a month or two I was pressing a large clove and the bottom popped out. Past the return period now, so this was quite unfortunate. I wouldn't recommend or buy again.",1.0
49,I don't find this item easy to use & clean.,3.0
50,Compared to the one it replaced its not good.  Works fair.  Cleaning device in handle falls out during when you are squeezing.  Cleaning is a chore compared to my standby-difficult at best.,2.0
51,I have an old one that is styled just a little bit different but squeezes so much easier. I find that I have to use a lot more force on this one - not a good design.,3.0
52,"I bought this press hoping it would be easier to use than our current one, but sadly it is much more difficult. If there is more than one clove of garlic in it, I can't compress it at all - my husband has to do it. While I like the included cleaner, the press is useless to me unless my husband is home and I am not exactly lacking in arm strength. I think if the press were made of a heavy metal instead of a cheap plastic it would probably be better. I am sticking with my Oxo Steel.",3.0
53,not as great as my old zyliss garlic press. but adequate.,3.0
54,Worked well before it broke (where the press is attached to the hinge) after less than 1 year of use.,2.0
55,Good except a little difficult to press thru for small hands like mine. Also garlic pressed out are a little too fine.,3.0
56,nice press but the pressing piece broke off during first use. amazon is replacing the press for a new one. i hope it lasts.,3.0
57,I suppose I had high expectations as I have the old zyliss. This ones ok but I much prefer my old old --the garlic seems to squish through easier and it's easier to clean.,3.0
58,"I'm not sure what happened but this specific zyliss has a really soft coating on it.  It scrapes very easily.  Check out my video on youtube.  Until they fix the coating issue, this gets a 1 star from me.",1.0
59,Had to send this back due to it being very difficult to press garlic although I have strong hands. Felt like I was doing more than just pressing garlic. I went back to my old cheap garlic press,1.0
60,Not my favorite garlic press and does not really work well with the skins on.,3.0
61,"I found that fastening on the front component came unglued very quickly and rendered the item useless. Otherwise, this would have been ideal, as it fits well in my hand and does the job easily-- it was also pretty easy to clean.",1.0
62,The title says it all. This thing is a piece of junk and will poison your food (see the picture I uploaded) after just a few uses.,1.0
63,bought because it was Zyliss. It is not stainless and after less than a year broke and is unusable.,2.0
64,The smaller one is actually better--less time consuming to clean with a fork.,3.0
65,"Not the best thing out there, quite over-hyped on Amazon.",3.0
66,"My old Pampered Chef press broke after 14 years of regular use. I don't think this one will last anywhere near that long. It works fine, but it feels a little flimsy and it takes more hand strength than my old one did.",3.0
67,I have to really squeeze to press the garlic. Most reviewers seemed to think that it was easy to squeeze. I can get the job done but with more work than my 25+ year old Zyliss Susi. If the press is filled with garlic the handles are very far apart and require both hands with fingers spread out more than the old press. Even with a single clove it requires considerable pressure. I have larger than normal hands. My wife cannot use this. It does have a larger capacity and there is no leakage. If only I used it I'd rate 4 stars. But since the wife can't I have to trim a star off. Small or weak hands may have to look elsewhere for a press.,3.0
68,"It worked great for a year, then the moveable part that presses against the garlic snapped off.  I expected more.",2.0
69,"This garlic press was just ok.  I actually purchaed a nicer more heavy duty press from Bed Bath and Beyond and use that one in replace of this one now.  The one from BBB is easier to clean as well, but this press is good for the price.",3.0
70,I had an old version of this garlic press for over 10 years.  This one felt flimsy compared to my old sturdy one and broke after a month.,1.0
71,"I have the older version of this model.  The new model is much harder to squeeze.  Not quite sure why, maybe the holes are sharper in the old version.  I love the size of the new press, wish it wasn't so hard to press.",3.0
72,Not strong enough.  Flimsy.,2.0
73,"Yes, this new larger size garlic press can squeeze up to 3-4 cloves at a time of garlic.  No problem!  But you'll need arms of Atilla the Hun to do it.<br />Fortunately I didn't throw out my 20 year old (at least) original Zyliss garlic press and am back using it, while the new larger size lives comfortably undisturbed in my kitchen drawer.",99
74,"I am an able-bodied cook with decently strong hands.  I have been using garlic presses for 14 years. I couldn't get a single piece of garlic, peeled or unpeeled to mince through this thing.  I asked my husband, with stronger hands, to give it a try and he was able to make it happen with considerable force.  After a week of frustration and sore hands, I gave it to my five-year-old son to have.  He would probably rate it at three or four stars because he thinks it is a great toy and it does a superb job of shooting play-doh through the holes.  In my experience, when buying a garlic press you should buy one that has prongs that grasp the garlic while pushing it through the holes.  In my opinion, this is definitely not a good garlic press.  The best garlic press I have ever owned was from Ikea.  It finally just broke and I miss it dearly.  It's almost worth driving four hours to get another!",1.0
75,"The garlic press advertised was a new version.  Item that I received was quite an old model.  Thought about returning it, but it works well - not as well as my old one though.",3.0
76,"The bottom blew out after only a few pressings.  Contacted the seller.  No dice, too much time has passed.  Spend a buck and get a better model.",1.0
77,"Hard to clean. It comes with a brush, but it's easy to lose.",3.0
78,"My old one works better....the cleaning tool is ridiculous, but it's cool to have a second one...I've used better ..your basic press",2.0
79,A bit oversized for my hands but it cut the garlic cloves fine. I could not figure out how to store the attachment back inside.,3.0
80,"Hard to clean, works well.",3.0
81,"I had heard great things about the Zyliss presses, but although this press works great, it is not stainless steel. Nor, apparently, is it solid aluminum either. About a year after using it, I started to notice little flecks of silver paint coming off in my garlic. Apparently there is some kind of finish on the aluminum, or maybe it is an aluminum coating that is coming off. Regardless, as soon as I noticed that, I tossed it in the trash and ordered a Rosle. Significantly pricier, but stainless steel and the tool of many a professional chef, it will likely be around for a long time.",2.0
82,"This is SO hard to clean! The garlic is pressed very fine which is nice, but the holes are of course tiny too, and I spent a long time trying to scrape them free each time. The tool is your only hope, but it will fall at least once in your dish and then once into the trash while scraping. Afterwards you will smell like garlic and be mad. Not sure what the hype is about, there are much better no-name presses out there.",2.0
83,"If you have normal sized hands and normal hand strength, you are going to be very disappointed with this product. It takes a lot of hand strength to squeeze even a medium size clove through this sucker.  I tried clipping off the end of the clove. Didn't help. Very disappointed.  I loved my 20 year old Zyliss garlic press until it gave up the ghost.  I think this one is simply too large. Might be great for men with meathook hands, but not for us regular-sized folk.",1.0
84,"The press lives up to the description and it appears to be strong and well-made; should last a long time.  However, the snap-in cleaning tool will soon be lost forever.  Every time the press is used, the tool pops out.",3.0
85,Read reviews but deeded to try product anyway.  Quality not as good as store bought presses.  Would not recommend.  Needs to be made of sturdier stainless steel.,3.0
86,"While it does a great job of crushing garlic,  the deep chaimber is tedious to get all the remaining garlic fragments out of because the &#34;cleaning tool&#34; only pushes barely through the holes leaving the fragments stuck deep inside the hopper.",2.0
87,Worked well for about a month and then broke. Serves me right for buying a plastic garlic press. The cleaner is cool. Who gives a s**t if the thing breaks lol. Skip this one. Get a metal press.,2.0
88,"I have a very old Swiss made garlic press and thought it's time for a newer, improved one.  My old one is just as good or better",3.0
89,"Its okay, the garlic gets stuck",3.0
90,Was great for a while but the finish starts to come off rapidly and now can't even use it because metal is flaking off in the garlic.,1.0
91,"The good: well, I did get 2 years' use out of it. It holds a lot of cloves at once, which can speed things up.<br /><br />The bad: put a lot of cloves, or unpeeled cloves, in and it's REALLY hard to crush them. For a product advertised as &#34;No Need to Peel,&#34; that's bad. The handles don't provide enough leverage to make it even close to easy.<br /><br />Also bad: the cleaner thingy is made of flexible plastic so if someone in your house (I'm not naming names) isn't careful and doesn't push it in just right, the little points bend and it never, ever, fits through the holes again.<br /><br />The worst: the plate that actually does the pressing is only attached by thin aluminum struts. While pressing, in the middle of making dinner, they broke--see the photo.<br /><br />The older, smaller one had a much sturdier pressing plate and the cleaner was rigid plastic. Glad I kept it!",2.0
92,"Bought about a year ago. A few months in I noticed chipping, both where the garlic sits and where it comes out. It's gotten pretty bad. Also, the small pin that holds the two pieces of the press together keeps falling out. It's really small, and sooner or later it will get lost. I love the garlic press, but I need to get one that doesn't fall apart every time I use it.",1.0
93,"I hate this garlic press.  I tired to like it, I really did.  I bought this model to replace the previous model that had the paint peeling off of it (gross).  The previous one was easy to use, but this one is nearly impossible to use if you have small hands.  The handle isn't long enough to make crushing garlic possible.  I even set it on the edge of my counter and put my weight on it and the garlic just barely came out.  Have now replaced it with another model.  Save your money.",2.0
94,"I've recently reviewed the Kuhn Rikon, so I thought I should put my two cents in about this press as well, since it is the one I use.<br /><br />This press does a very good job with the mince, but it has some deficiencies and design flaws.<br /><br />The first two problems have to do with longevity --<br /><br />The alloy is inferior, and over the years metal fatigue will catch up with it and the handle is likely to crack near the basket. They do use a stainless steel hinge pin(the only stainless part on the whole press), but that is not enough to make this a ""lifetime"" utensil. Also, the finish doesn't last, mine is already getting scuff-marks and scratches.<br /><br />The second lifetime-shortener is the little cleaning tool. As a plastic item separate from the press itself, it is just a matter of time before it accidentally goes into the trash with some food waste, or gets ground in the garbage disposal. Also, being plastic, the little prongs on mine are already getting slightly warped and bent, making it tedious to get it lined up properly with all the holes at once. Once that goes, the press will be such a pain to clean that you'll prefer to get a new press.<br /><br />Another flaw is the little nubs on the bottom of the plunger. This is a tempting thing for a garlic-press designer, but it is counter productive. At first blush, one imagines that these little protrusions will help push the last little bit of garlic through the holes. In practice however, they do just the opposite! Imagine, if you will, the moment when the plunger is about 1/8 inch from the bottom. The basket is full of smashed garlic, waiting to be expelled, but now something's blocking the holes! The little nubs impede the passing of the last of the garlic through the holes, and actually force it to go out around the plunger head, creating more waste. Having both the head and the basket very, very flat is the better design.<br /><br />Zyliss does a good job at keeping the plunger and basket diameters very close, which is a key characteristic of a good press.<br /><br />The Kuhn Rikon was better in the past, but they seem to have changed their manufacturing process(along with lowering the price), resulting in a product that is markedly inferior to what it was before.<br /><br />I have many presses because I did a personal research project a couple of years ago, out of frustration. The Susi 2 is the one I use almost daily. So many look good, but just don't work right for one reason or another. Forget about Farberware or Oxo or any of the common brands. They waste garlic and/or produce an inferior pulp. This is the best press for the money at the time of this writing(January 2011).",3.0
95,"I was SO disappointed in this garlic press, the first and only time I tried to use it, the metal started bending on the handle because of the amount of force I was putting in just to crush the garlic clove.  I had thought that the Zyliss brand was of high quality, but this press makes me question that assumption.  I was expecting it to crush an unpeeled clove and that could have been a mistake on my part, but ever since I saw the Frugal Gourmet using his that way, that's what I was looking for.  I have since seen other brands that will perform that very function, leaving the peel neatly held in the &#34;hopper&#34; and all the garlic nicely crushed and ready to use, so I don't believe that I had unrealistic expectations for the Zyliss.  Still, very disappointing overall, especially considering it wasn't exactly cheap.",1.0
96,Product broke in dishwasher after just one week of use,2.0
97,"Worked fabulously for about 9 months , and then the pieces that crushes the garlic cracked off. For $20 the press should have lasted longer than that.<br />Very dissapointed.",1.0
98,"I have had this tool now for about one month.  I am one of those people who prefer the strong flavor of pressed garlic as opposed to minced garlic.  This device presses the garlic and ginger finely and efficiently, with or without the peel. The peel stays put in the press while the cloves are forced through the grid.<br /><br />Now the caveats:  I have lost some grip strength in my hand.  In my opinion, this device is not easy to operate given my health condition. For those customers, women and men alike, who are stacked pretty well, the operation of this device should not present a dire problem.  However, those of us with medical conditions may be intimidated.  I started out pressing one large clove, but, it was challenging.  Consequently, I cut and pressed half of a glove at a time and it was deemed  manageable.  However, it takes slightly longer which I don't mind.<br /><br />The flimsy plastic cleaner attachment is inefficient at cleaning the garlic press because it lacks sturdiness.  It bent out of shape while using it. For this reason, I peel my garlic cloves prior to placing in the press.  In fact, I feel like this method yields a little more pressed garlic.<br /><br />Finally, I am legitimately concerned regarding the quality of the finish.  It appears that it may flake off as time progresses, possibly leading to food contamination/poisoning.  I prefer to hand wash it in an effort to protect the finish, and, so far it has maintained its appearance.  It is fair to assume that everything in life falls under the mantra - 6 of one; half of dozen of the other.",3.0
99,I had an original Zyliss that lasted decades. I loved it but it eventually wore it. This one broke after less than 5 months. The press completely broke off and was stuck in the garlic. Not sure why the newer models seem a lot more brittle than the older.,1.0
100,"Take a look at the images I uploaded that show the coating flaking off.  I started out as a big fan of Zyliss products, but having used them for a couple years, I've realized that some of the products are poor quality due to the cheap matte metallic finish that wears away with regular use & hand-washing.  This garlic press is one such case.  I always use scrubbers intended for non-stick pans, but this wear still occurs.  And who knows what kinds of chemicals are in the cheap finish they use?  Looks great out of the box, but they show their age before long.  I notice this particularly on this product and on the ice cream scoop.  If Zyliss used the identical design, but made it out of plain stainless steel, I'd be thrilled and would give 5-stars.  For comparison, their pizza slicer and peelers ARE stainless steel and are fantastic 5-star products.",1.0
101,"I've owned about half a dozen garlic presses over the years, the last of which was an Oxo Good Grips (with grips that slip, fill up with water in the dishwasher and then drip that dishwater all over whatever you're cooking when you try to use it) and this Zyliss press is hands down the best of the lot and absolutely worth the premium you will have to pay for it over the sorts of presses you can buy in the grocery or discount stores.  I find it easy to use, even with several large cloves of unpeeled garlic in it.  The woman complaining about it being difficult to use probably has arthritic hands and I would think that the overwhelming majority of people age 10 and up should have no problems with using this press.  Since I bought this press several months ago, the one and only time I touched the jar of store-bought minced garlic that has been sitting in my fridge for the past year was to throw it out in the garbage.  This is easy to clean too, especially with the handy plastic cleaning tool.  If you like to cook, buy this press.  You won't be disappointed.<br /><br />EDIT 12/13/11:  After about 3 1/2 years of near-weekly use, the plastic cleaning tool that came with this became only partially operable - it lost some of the tiny nibs that clean out each of the holes in the face of the garlic press and other nibs became bent so that they do not fit.  This makes the press harder to clean, but if you rinse it immediately after use or soak it for a few hours in a glass of water, the old garlic comes off easily and it will rinse clean under the tap, ready to be put in the dishwasher.  I wish the cleaning tool was a bit sturdier, but otherwise its still a great garlic press.<br /><br />EDIT 2/1/16:  Shortly after writing that last update, the non-stick anodized-looking finish on the press started flaking off, sometimes into food, which is not a good thing.  A lot of the negative reviews of this garlic press describe the same thing happening.  So much of the finish has come off the perforated face of the press that I think it's now just bare metal, so I guess the problem has stabilized somewhat, but that's still a sign of a manufacturing and/or design defect.<br /><br />The plastic cleaning tool is now basically useless on the nubbed end - the flat end can still be used to scrape garlic out of the perforated face of the press.<br /><br />And apparently I'm a bit obtuse and chauvinistic, too.  I initially thought that anyone should be able to use this press, but over the past few years more and more my wife has been calling out &#34;Oh Honey!&#34; and handing me the garlic press to use when she is cooking, commenting that it is just too difficult for her to squeeze all the garlic out (peeled garlic at that - unpeeled cloves require probably 30% more effort to press).  So I guess this press just isn't as easy to use as I thought.  Maybe I need to find one with longer handles to give more leverage.<br /><br />So, to be fair, I've reduced my rating to 3/5 stars from the original 5/5 stars and I'm now shopping for an easier-to-use garlic press.",3.0
102,"After a year of solid use, it broke today! For the last year it has been amazing, but I guess the smaller aluminum pieces finally buckled under the pressure. I am currently looking for a replacement. Although I enjoyed having a garlic press, my friends have used their garlic presses for years with no issues, so I imagine I may find a better, longer-lasting, garlic press.",3.0
103,This Garlic press broke in the most unusual place. The Screen on bottom ..where mashed garlic comes out...just fell out...the press is now useless...cannot be repaired and cannot be returned according to return policy. ..Will not buy again...,2.0
104,"I purchased this b/c my last garlic press died on me, and I use a ton of garlic when I cook. I use at least 4 cloves everyday, and peeling and chopping them can be a pain. The Zyliss does have a few things going for it: it's large, it does a good job on unpeeled garlic (just be sure and remove the skins with each new clove), and the little head cleaner (blue spikey thing) tucks away quite securely and does a good job of getting all the nooks and crannies clean.<br /><br />However, I just couldn't give this one five stars. For one thing, it's a pain to use. Literally. I'm don't have the largest hands in the world, but they're not abnormally small either, yet I couldn't comfortably grip the hands when a clove or two were in the chamber or push down without causing immense discomfort. Once the plunger went down a little, it became a little easier to squeeze, but for the intial process, I usually have to place the bottom handle on the countertop and push down with both hands (with my weight behind it) on the top lever to get it started. Now, I could just accept this as a necessary evil except for one thing: I've had better.<br /><br />Overall, it's an o.k. press, but it's not one that I'll purchase again.",3.0
105,"I was hoping for a strong, well built garlic press... It appeared to be well build at first glance, and I was  pretty excited about pressing unskinned cloves (as I read about in a review). Ahhhh... So much for well built! This thing broke on my first press! After the loud snap, I looked closer and saw that it was constructed out of cheap pot metal, definitely not stainless steel.  I should probably try to return it!",1.0
106,"I had an older, small Zyliss press that worked just fine but finally gave up the ghost.  Ordered this based on the great reviews (crossed my fingers and ignored the few not so great reviews).  I am a woman with average hands and strength (please don't ask me to define average), but pressing a clove of garlic through this thing was a real workout.  First, it is a rather large press so getting your hand(s) around it for good leverage is a stretch.  I tried it with peeled and unpeeled garlic.  I snipped off the garlic tips.  I cut the garlic in half.  I put only one clove in at a time.  Still, it required a huge effort for me to press the garlic through.  Called my husband and, although he could manage it, he, too, thought it was much too hard and uncomfortable to deal with.  Not sure why there is such a difference of opinion on how easy/tough this is to use, but I am going to purchase something smaller and hope for the best.",2.0
