,comments,stars
12,"It is an innovative design but has its flaws. The hinged plate makes it easy to clean the holes. But, the hinge design also has gaps on the sides which 'leaks' garlic on the sides and in between the handle joint. These are hard to clean. So, the overall benefit it not that significant.<br /><br />Sturdy product, but handles are not far enough apart; my palm got caught in the squeeze a few times.<br /><br />Returning it.",3.0
13,"I don't get why this is so well reviewed. It is extremely easy to clean, but I'd much rather it was extremely good at mashing garlic. Despite the size of the hamper, if I put it more than one clove, the garlic comes up the sides instead of through the holes. Even if I'm doing one clove at a time, I find that the garlic quickly starts coming up the sides, requiring me to either push it back down or eventually end up with large smashed pieces in my food. This is no worse than my 30 year old garlic press, but now I'm out $40.<br /><br />The best thing about this press is that it is beautiful. However, that's not anywhere good enough for a kitchen gadget.",3.0
14,"This garlic press was great, until less than a month after purchasing it the screws fell out and the entire thing came apart.<br /><br />Update: I contacted Kuhn Rikon and this happened because the vendor, Wonning Store, sells counterfeits. Don't be fooled!",1.0
15,"This garlic press is solidly made with heavy, good quality stainless steel. There are two reasons I dinged it a couple of stars.<br />1. It's pretty easy to press unpeeled cloves and the reason for that is about 1/2 of the clove doesn't even go through the extrusion holes but oozes up around the plunger. Garlic isn't very expensive but I'd like my press to work properly.<br /><br />2. The handles have to be fully closed for it to do its job and more than once I've pinched the flesh at the base of my thumb. Ouch!",3.0
16,"Garbage.  It worked OK for about a month, then fell apart.  I hand wash it carefully between uses.  Poor quality control in manufacturing.  There are splined ends that fit into the pivoting parts, one of them fell out and now the press is useless.  I have had Zyliss presses that last decades, Oxo presses that lasted about 15 years, this fell apart in a month.  A design issue which might be a problem for some is that, even when functioning, the press allows some squeeze-by as the garlic passes through the space where the plate meets the sidewalls, but the poor construction made that a moot point.",1.0
17,"Clunky, expensive.  Cleaning is not much better than that using other types of press, and it doesn't seem to press out more garlic. I like handles the least. It's someone difficult to press the garlic. It just doesn't feel natural in my hands.  I used a $10 garlic press in the past; it didn't look quite as nice, but it seemed to work better.  Also when it comes to cleaning. With other devices you might have more problem cleaning out the vessel where you put the garlic, but in this device there are grooves in the handles, and cleaning that is as time consuming.",1.0
18,"I bought this based on reviews here and America's Test Kitchen. It's a solidly made product. After having used it for a while, I can honestly say it really isn't worth paying such a high price. Previously, I used an Oxxo Grips and that did the SAME job. Both press out garlic. Both have garlic coming up over sides. Both require pressure to exert garlic. The hopper is a pain because it pops up while you're placing garlic sending clove flying.  I prefer the Oxxo because there isn't a hopper and it comes with the self cleaning prongs. I don't see any difference in the quality of the pressed cloves. I am keeping it because I needed another for my second home, but if I hadn't waited to return I would've bought another Oxxo.",3.0
19,"This is so close to being a perfect garlic press, it's maddening that they didn't get it right.  It feels like a prototype that no one actually tried to use.<br /><br />As others have mentioned, it's very easy to press, much more so than any other I've used.  This is probably the main selling point, and it's because the hammer part has a lever mechanism connecting it to the upper handle so you get much more power.  The trouble is, because the hammer is disconnected from the handle and swings up faster than it, it's very hard to clean any garlic bits that get up above it.<br /><br />The basket is also too small.  It's only a couple of millimeters less in length and width than the Kuhn Rikon Easy-Clean Garlic Press, but that makes a big difference and makes it feel a lot more cramped.  It's also not machined as precisely so more garlic squeezes out around the edges.<br /><br />I really wish they would just make a straight metal version of the Easy-Clean.  That one is harder to press but does a better job; but being plastic, it's not built for the stress and mine broke after about two years.  This one will no doubt last much longer but it doesn't quite perform as well.",3.0
20,"I bought this after seeing it highly recommended on America's Test Kitchen. Unfortunately, I'm not in love with it. Had a calphalon before this and I don't really see this as an upgrade save for the fact that it's a little bit easier to clean. I was hoping it would be super easy on the hands; I was disappointed. And if you leave the skin on your garlic (which they claim you can do) it's 1000x harder to press. Still searching....",3.0
21,"We use a garlic press as much as any other tool in our kitchen.  When our old one (Pampered Chef) needed to be replaced, we read Amazon reviews on the various presses.  We decided to splurge on this one because we wanted something out of stainless steel, and wanted something that would last for many years.  So we chose this one by Kuhn Rikon.  So far, we are really disappointed.  It is hard to use--when you hold it open with one hand to put in the garlic, you have to hold onto a special lever with your thumb. Then when it presses out the garlic, lots of the garlic gets stuck in a little no-man's-land area at the base of the grille.  So: hard to use, wastes garlic. But it is stainless steel.  I have decided to keep using for 1-2 more weeks, then see how I feel.  Will update then.<br /><br />Updated May 2017<br />Well, it's been a lot more than 1-2 weeks but here's an update.  I still hate this garlic press, but we still use it.  I find it cumbersome to use, and it still wastes garlic, and spits out chunks of garlic on the sides.  However, it is well made, really easy to clean, and it is stainless steel so it is durable.  I have just been too busy with other stuff to make replacing it a priority.  My husband likes it, though.",3.0
22,"Sent this back. I was anticipating more given the fact that this press won the top choice from America's Test Kitchen recently. I tried several times to get this to work properly, but it wasted lots of garlic, was messy, clunky, and difficult to clean. I will not trust another review by America's Test Kitchen, as I can only surmise that they are possibly bought out and give good marks in exchange for other considerations. Just guessing, but this press is far from a top choice in my opinion. I'm going back to the Zyliss classic. Though not perfect, it wastes little.",2.0
23,"Heavy, clumsy design (watch your hand when squeezing, that it doesn't get pinched in the sharp edges of the handle). a lot of clove (and juice) is left in the hopper after pressing, meaning you need to prep and use more cloves or smoosh together the remainder into the hopper for one last press. I read that this one produced &#34;more even-sized pieces&#34; but I did not find this to be the case (rather chunky, in fact)<br /><br />I prefer my Zyliss to this one. and wish I had purchased another Zyliss instead of this one (which was more expensive).",2.0
24,"Within a month of light use, the rivet on the hinge for holding the garlic cloves fell out and the press is now basically worthless.  The basic design of this press seems good -- easy to clean, for example.  But I'm obviously not impressed that a $30 garlic press would break within a couple months of purchase.",1.0
25,Clunky. Pinches fingers. Hopper too small.,1.0
26,"I've owned this for a year and it broke today. A pin fell out of the side and I'm not sure it can be fixed.  Bit pricey, and I thought sturdy, to have to replace it already. Americas Test Kitchen recommends it. I'll write them next. So bummed!",1.0
27,"I know I'm in the minority here, but I don't really love this thing.  I bought it to replace another high-end garlic press that I felt left too much garlic behind.  I bought this on Cook's Illustrated recommendation.  First, this thing leaves just as much garlic behind in the press, so no improvement there.  Second, it's brick heavy and much more fiddly to load.  Third, to clean it you have to dig out the remaining garlic by hand or with a knife point, scrub at it, and waste a lot of water.  My other model has a little plastic &#34;brush&#34; that fits thru all the holes and just ejects the remaining garlic.  My search for the perfect garlic press continues...",3.0
28,"We have used the Pampered Chef garlic press for years. However, it recently bit the dust so we decided to try this one based on reviews of others. This press doesn't handle the larger cloves like I would like and even with peeling them, there is still quite a bit of film left in the press afterwards. The PC press was much more efficient and it came with a cleaning tool for easily removing the leftover film.<br /><br />This is okay, but only when on sale as the regular price would definitely not be worth it. It does seem to be well-constructed and is definitely attractive. All-in-all though I would recommend you go with the Pampered Chef press if you can.",3.0
29,"Item was broken on arrival. I searched high and low for a garlic press that was heavy duty and easy to clean. After watching several reviews, I settled on this one. The pins that holds the hopper in, and basically holds the whole unit together, were loose in the package before I even opened it. I returned it and I'm not feeling very confident about ordering a new one. Plus they have doubled the price since then.",1.0
30,"I compared this garlic press to the vacu vin press. I'm returning this as I liked the vacu vin better. Why? Vacu vin has a bigger area to put more cloves, built in garlic scraper and utilized more of the clove- less waste. I also liked the shape of the cut garlic better. I found that the Kuhn squished garlic out the edges into the handle area, pinched my hand and wasted more garlic. It was smooth and easier to squeeze. My husband and I tried both and preferred the vacu vin.",3.0
31,"I purchased this in May 2016 following the recommendation of a popular cooking magazine. I have used garlic presses for decades and have loved some and hated others. This, sadly, falls into the latter category. I tried to like it, but it's bulky and unwieldy and if you try to press more than one clove at a time or even consecutively, some of it just smooshes out the sides, unminced. Sure, it's a bit easier to clean (they're all a pain, tbh) but access to the different parts also makes it more unwieldy to operate. Finally, today it just fell apart. The pin came out and the pieces flew everywhere ejecting garlic as it went. I have never, never had this happen. And, so expensive! What a waste.",1.0
32,"After seeing all the glowing reviews, I was really psyched to get this garlic press. Having used it for several months now, I must say I have rarely been so disappointed with a kitchen product. I am annoyed literally every time I use it, which, given my love of garlic, is quite often.<br /><br />The press has a fairly unique design, where the curved top handle extends the whole length of the press and fits over the sides of the bottom handle when pressed. Although it may look cool, in practice, it means that unless you're careful, it's quite easy to pinch the heel of you palm between the segments. Bad design! To clean the press, you swing it all the way open (past 180º), exposing the crushing plate and the holes. True to other reviews it really is fairly easy to clean. However, you can't press garlic from this position. To do that, you have to swing it to less than a 180º opening angle. However, the press won't stay in this configuration, meaning you must hold it down with your thumb to keep it from swinging open and dumping your uncrushed garlic out into your food. Once the garlic is loaded, you then have to move your thumb out of the way--an annoying extra step that slows down the whole process. Again, poor design. Once your thumb is out of the way, you can deliver the coup de grace and crush that garlic (being careful not to also crush your hand)! Great. Except that only a smallish fraction of the garlic actually gets crushed through the little holes. Something like half of the volume of the clove ends up smashed flat against the bottom of the crushing surface and doesn't come out--even if you peel the garlic first. You have to pry this flattened bit out between before you can crush any more cloves. Again, bad design. If you try to put multiple cloves in, a significant amount of partially-crushed garlic comes up the sides, where it is likely to fall into your food. If I wanted large partially-crushed chunks, I would have just used a knife. The garlic that does make it through the press seems to be nicely minced, but it tends to stick to the bottom of the press rather than falling (or squirting) into your food, neccesitating another step to scrape the garlic off. All in all, this press does only a mediocre job at crushing garlic. Plus it's annoying to use. I recommend going with another, simpler product.",1.0
33,"Honestly, I'm so surprised at how lousy this thing is.  It was rated in the America's Test Kitchen as their pick.  I had a Pampered Chef press that was 20 times better than this.  This didn't press garlic. It smooshed it out the sides and then it gets stuck closed because of all the garlic that is stuck...  No matter if I used a peeled clove or an unpeeled clove...  a small clove or a large clove.  It all resulted in a sticky garlic mess.<br /><br />Back it goes.  I rarely return things but this is atrocious",1.0
34,Broke on first use.  It comes apart where the handle connects to the rivet.  Since I bought this in January and finally used it in May it's not returnable :(,1.0
35,"All the Garlic presses that i have owned, were all Zinc Alloy die cast, which have over time all broke, this time i wanted to buy the best press money would buy, but made out of cast or stamped Stainless steel. Hello&#34; Kuhn Rikon Epicurean&#34; strongly built European design......buy the way, that is design.... not made. I eagerly awaited it's arrival, excited about my carefully considered purchase. Upon arrival i loaded my European designed &#34;Chinese&#34; MADE press with garlic. What a dud. Garlic squeesed out every where, the sides, the top, almost everywhere except the grill. The build quality is total rubbish. After a couple of crushes a rivet fell out of the hinge. I could rant on. I didn't even bother to get a refund. To sum up....... Don't waste your money.",1.0
36,"Product was rated highest via America's Test Kitchen. Although the garlic press has a heavy and solid construction, the press is not simple or easy to clean, and (frankly) produces pressed garlic that is inferior to our older, less expensive garlic press.  Also, (in contrast to advertised benefit alleged by manufacturer) you MUST peel your garlic cloves prior to pressing; not peeling the clove produces a far less satisfactory result.<br /><br />Cleaning (thoroughly) requires a toothpick to remove garlic from the press grate. This is a relatively expensive garlic press, and if you want a press grate that is easy to clean, this is not the one to purchase.",2.0
37,"This press was so highly rated by Cook's Illustrated and by Amazon users that I just knew that it would be a great replacement for the OXO press I've been using, but I've had a much different experience. I've used small cloves and larger cloves. I've pealed and I've left the skin on. No matter what I do, the garlic squeezes out of the sides and the front, and it's not easy to remove the gnarled pieces. There is also a lot if garlic left in the holder that can't be pressed through.  If I'm dong something wrong, I'd love to know. My husband has had the same experience.",2.0
38,"This is an odd item - it's quite large and heavy, but for all it's size the hopper is very small and will only process about 2 cloves of garlic at a time. If you try to press more, half will come, crushed, out the holes and the other half squeezes up and over the the top. It's very disappointing. It's a shame, and if the hopper was bigger this would be a fantastic press, but as it fails miserably in doing it's one and only job.",1.0
39,"This is a beautifully made garlic press—polished and matt finish stainless steel makes this one of the most handsome garlic presses available. But, on the down side, its capacity is very small. It will accommodate only one large clove, or two medium cloves. There's also a lot of what I'll call &#34;blow by,&#34; meaning the because of the generous tolerance within the press, a lot of the crushed garlic escapes around the screen and the plunger. You'll also need a stiff bristle brush to clean the screen. Overall, three out of five stars is an appropriate rating.",3.0
40,"This press broke before I could even use it. When I got it it had a large, obnoxious label stuck on it which I decided to wash off. It was hard to get the glue off but most of it came off. A bit later I used my garbage disposal and it made a horrible noise. I looked in and found a small screw loose in it, which I removed. And then began to wonder how it got in there. Looked around and saw nothing, and then remembered I had cleaned my new garlic press in the sink. Looked back at the garlic press and saw a hole for a missing screw in the hinge. And the screw I had found in the disposal fit it nicely. So my press did not even stay together 24 hours. I returned it immediately for a refund, which Amazon promptly processed.",1.0
41,Bought this press a few months ago and it broke after a few months of usage (pin holding it together fell out). I contacted Kuhn Rikon directly to see if I could get a warranty replacement. They informed me the seller was selling counterfeit items. I couldn't be more happy with Kuhn Rikon as they offered to send me a genuine replacement.,1.0
42,"Rivets came loose and fell out within two or three months. If found them the first time and put it back together. Not so lucky the second time. Now one of the rivets is missing and the return period has expired. I am stuck with a piece of junk. In hindsight, I should have returned it when it fell apart the first time. It worked well for the few months it lasted.",1.0
43,"No sure why this Garlic Press had such good reviews.  First, garlic would come out of the sides.....I was a little disappointed with that since my cheap Ikea one didn't even do that.  Second, the pins that hold everything together then bent and fell out making it unusable.  I didn't even get a year out if this press.  My Ikea one must be almost eight years old and still working fine.  It does look nice I will give it that, but it is a very expensive paper weight now.  Very disappointed.",1.0
44,"I chose this garlic press based on the reviews in CooksIllustrated.com. The review stated that this garlic pressed did a better job of mincing the garlic, not just mashing it. I couldn't tell the difference. The garlic looked as smashed as the garlic that came out of my old press.<br /><br />The one thing I did like better on this press is the way the basket that the garlic sits in flips out so I can more easily clean it out. However, I feel this does not justify the additional cost. This garlic press works fine, but no better than any other quality, less costly, brand.<br /><br />Sorry, CI, but you blew this one. This garlic press is not worth the extra dollars.",3.0
45,"I've had this garlic press for about 2 months now and think that it's time to gather up my thoughts on this garlic press.<br /><br />Pros: it's solidly made and gorgeous to look at, I do not see this thing breaking or losing its qualities soon.  Other garlic presses I've owned either lose their finish and start flaking/turning my hands black (Zyliss), or the rubber handles start sliding off (Oxo)<br /><br />Cons: the hopper doesn't hold all that much garlic. The garlic oozes out the sides and through the front into the crevice which I can't get to easily without using a toothbrush. The percent of garlic extruded through the press the way it's supposed to is pretty small, I have to spend a lot of time scraping garlic off of all the other surfaces just so they can be pressed properly through the metal pores, by then so much garlic has stuck to my hands instead of going into the pan. It's twice the amount of effort for the same amount of garlic.  It's a huge bummer for such an expensive garlic press.",3.0
46,I used this garlic press maximum of 5 times before it broke - bolt sheared off.  Not what I expected given the quality price premium that had to pay. Will just order an oxo or similar.,1.0
47,"Large pieces for garlic will squeeze out the sides, so just cut them in half.<br /><br />Our unit lasted about a year and a half. The hinge pins are pressed in and the head on one pin broke off. Too bad. The handles will out live me, but not the moving parts.",1.0
48,"This press works as advertised and presses garlic with little effort. However, a fair amount of the garlic sticks to the press and is difficult to remove. I feel I waste garlic using this as opposed to simply dicing it. It is good for quick garlic at a loss.",3.0
49,"If you have ever tried the Zyliss Garlic press, you will never be satisfied with an alternative. I thought I am buying a convenient garlic press. My primary concern with Zyliss was that it was not dishwasher safe. But I really do not like this one because it is very inconvenient, heavy and just does not do the job as well as Zyliss does.",2.0
50,"This device does work.  I am just not real happy with the mess left to clean up.  Garlic clove that mashes through the screen is good.  However, too much is left in the holder or on its sides or on the top or anywhere except in the bowl.  It does clean easily.  All-n-all, use a knife.  Better consistency and you get all of the clove.",3.0
51,"It doesn't crush garlic the way you'd think it should. It just sort of mashes it, and nothing comes through. Or, the garlic goes around the edges of the press, so you have to go grab it from there. It's easier to just cut the garlic, honestly. Not a great product, despite what America's Test Kitchen says.",2.0
52,"Because the model recommended by America's Test Kitchen got so-so reviews on Amazon, I went with this one, which one of those reviewers recommended. (That reviewer said the ATK recommended press broke.) Well, okay. It hasn't broken; indeed it's sturdy enough to easily press through 2 cloves at a time! However, I find it awkward to use, as the extruding ""plate"" is hinged and flops around. And cleaning is no easier than other presses of similar design. I don't think it's worth the price. My next press will be of the kind that has a completely separate extruding plate that is more easy to clean.",3.0
53,"I was very disappointed with this garlic press. When it arrived I had a terrible time removing the adhesive of the sticker that's placed on the actual press, which made cleaning off the also-sticky garlic more difficult after use. What's more disappointing is that this garlic press did not even last for one season -- I bought it in June and the pin that kept the two handle pieces together fell out in September and I have not been able to get it to stay in since. This was beyond the one-month return policy so I was not able the return the press or exchange it. For what I paid, I was not expecting to only get three months use out of this product, and I will be looking into buying single-piece garlic presses in the future.",1.0
54,"I've probably spent more on garlic presses than anyone else writing reviews here. About 2 years ago I bought every press I could get my hands on, from grocery stores to gourmet specialty shops to Amazon, on a quest for the best. MOST OF THEM ARE JUNK!! Eventually, I concluded that this one was the best ever(it was also one of the most expensive) -- so I gave it to my daughter! Now, tired of making do with inferior equipment, I finally bought one for myself.<br /><br />I should have bought one back then, because *this is not a very good press anymore*. The price is lower, but so is the quality.<br /><br />The first tip-off was the need for a razor blade and alcohol just to get the brand and ""made in china"" stickers off the handle. Then I noticed that the handles clacked against each other when it was all the way closed, where my recollection was that there was a bit of springy tension between the basket and press plate that held the handles apart in the other. The whole thing rattled when shaken. But the worst was when I put a clove in. The mince came out a watery pulp, and it left about 20% of the clove in the basket. Not the same device at all. The one I gave to my daughter pressed a clean, dry, uniform mince, and left only a paper-thin wisp of residue. It really was a beautiful thing.<br /><br />I learned much from my little research project a while back. First and foremost: close tolerances! If there is much gap between the plunger and the basket, the garlic will squeeze up around the plunger instead of down through the mincing holes. Secondly, the mechanism should allow the user to apply some pressure between the plunger and the basket at the fully-closed position, to squeeze the last little bit through.  This press is uniquely designed, but those are the two operative principles where this device fails. A millimeter here, a millimeter there, and you go from best in the world to just another piece of junk that looks like it should work but doesn't.<br /><br />I read a one-star review, and I think it was obviously written by a Zyliss marketer, but I'll still agree with him/her that the best you can do, for now,  is the Susi 2. It has deficiencies, some of which are design flaws in my opinion, but it gives the best results currently(January 2011).<br /><br />Here's hoping Kuhn Rikon comes to their senses and tightens up their tolerances, or that someone else will manufacture a really good press like this one used to be. I have no problem with more traditional designs(hinged plunger, integral cleaning head), if only someone will make one really well, as Kuhn Rikon used to do with this design.<br /><br />In summation: used to be great, now barely mediocre, shake your head in disappointment and go with the Susi 2.",3.0
55,"...I think I paid around $35 for this press.  It replaced a decent, and cheap, OXO, that we used literally until the metal bent out of shape and broke.  This thing is really big, I have medium sized hands for a woman, and I have a hard time getting the two handles together to press.  However, the actual press plate is fairly small, and I can really only fit one large, or two smallish cloves in it. The first time I used it, I pinched the palm of my hand pretty good (which seems like a totally dumb move, but is actually easy to do with the way the top handle squeezes over the bottom one).  So now, I have to catch myself before I do it again and again.<br /><br />Also, for $35, I expected a garlic press that pressed the entire clove out, leaving none or just a few specs of garlic leftover in the press.  NOPE.  This thing squeezes garlic out more around the outside of the plate than through the holes in the plate.  WTF.  There is always a big clump leftover, enough that I usually take it out, put it on a cutting board and mince it.  Isn't the press supposed to eliminate that?<br /><br />The ONLY thing that I like about this thing is that it is extremely easy to clean.  Everything comes apart enough that I can get into every little nook and cranny.  Also, since it's all stainless, it never keeps that garlic smell, therefore smelling up my drawer.",2.0
56,"I purchased this based on all the five star reviews that are posted. Well, I am sadly disappointed. The handles are the best thing about this press, not the pressing ability. I pressed very hard and the garlic left in the cup was much more than expected. I loved my simple garlic press purchased from Italy but I lost it in a move!!! I guess I should have gone to a brick and mortar store to see this press and I would not have been so quick to purchase it.",3.0
57,"I purchased this garlic press on the recommendation of Cooks Illustrated since my previous favorite press finally came apart after many years of service and apparently has been discontinued.  The Kuhn Rikon press does work, but it is very heavy and big, and my wife can barely squeeze the press because of its size and weight.  Also, I do not find the press that easy to clean, even though the basket swings out.  The previous press was very easy to clean as one just swung the handle 180 degrees and there were prongs that pushed the squeezed garlic out of the holes back into the tray.  With the KH, one has to take a small sharp object and fish out the residual garlic.",3.0
58,"I am so disappointed in this press.  I was really excited to use it based on all the positive reviews.  It is sturdy, but can be difficult to squeeze and the garlic easily gums up and has to be cleaned out after each press (I do peel the cloves before using the press).  My previous press fell apart, so I suppose this is better, but not what I was expecting for the price.",3.0
59,I was really excited to finally get this garlic press as it was &#34;Highly Recommended&#34; and rated as the best garlic press by America's Test Kitchen.  What a complete disappointment!  It was not cheap and in my opinion...a complete waste of money! It appears that the part that presses the garlic is way too small for the part where the garlic is placed. More garlic pushes up and back around the part that presses...than actually goes through the holes underneath. I have to gather it all up and press it through several more times. That never happened with my trusty old Susi. The only good thing about it is that it is easy to clean.,1.0
60,"I've had this press for 3 years now and I find I use it less and less.  Yes, it is a very well constructed piece of equipment and I'm always willing to pay a premium for quality.  However, this press has a design flaw in that much of the garlic squirts out the sides rather than through the grating.  Compared to my old SUSI press, this press just seems to waste alot of the garlic.  Also, the ease of cleaning is a bit overstated in many of these reviews.  The grating swings out for cleaning, but it is still a rather slow and finger-intensive process to remove the spent cloves (and wasted  minced garlic that is always in there).  So it's built like a tank, looks great, but only works so-so.  I'm going to try some other presses.",3.0
61,"The good: it smashes garlic nicely, and it doesn't corrode easily.<br />The bad: hard to clean. It leaves the &#34;skin&#34; of the garlic every time, embedded firmly in the 'grater box', and you have to fish it out at great effort.<br /><br />I'm going back to using my knife, smashing it on a cutting board with the side of the blade and then dicing it. It gives you a better product, but it breaks knives.",3.0
62,"I have to say this is really not even close to the best garlic press I've ever owned. It's not very efficient, and not the easiest to clean. It's not horrible, just don't understand the glowing reviews. I've had it for 2 years now and it's still in fine shape, so quality is not the issue here. Just IMHO not the best design.",2.0
63,"Very disappointed , this product doesn't press the garlic out the holes it just makes a big mess that comes out the side. The only good thing about this product is that is is stainless steel .. So back to looking for a new stainless steel press, for now I will be using my old pampered chief one with the missing paint.  Love that press wish it was stainless .",1.0
