,counts,words
274,1,casting
276,1,possible
281,1,night
287,1,somehow
291,1,doorstep
292,1,creative
294,1,christmas
296,1,disappeared
353,1,faster
360,1,grape
361,1,essentials
439,1,man
418,1,believes
421,1,arrive
423,1,crazy
424,1,figure
427,1,dropped
428,1,garlich
429,1,secured
431,1,elephant
432,1,pins
435,1,spot
436,1,birthday
438,1,grow
440,1,whenever
416,1,thousands
444,1,a1ifqjygy2s
445,1,unacceptable
447,1,course
453,1,killer
454,1,shatter
459,1,corners
460,1,entirely
462,1,yeah
464,1,girl
465,1,comfortale
466,1,space
472,1,bumps
417,1,originally
413,1,archaeologists
362,1,flash
384,1,bake
364,1,marks
365,1,suffered
367,1,sloppy
369,1,forgiving
371,1,cooks
373,1,brother
374,1,leave
377,1,lever
378,1,guy
379,1,prevent
381,1,fearing
383,1,dried
385,1,stands
412,1,today
386,1,thicker
388,1,suspect
390,1,filled
392,1,french
394,1,along
395,1,appears
396,1,box
397,1,sending
398,1,ð
402,1,prefer
406,1,handled
407,1,angry
236,1,near
235,1,air
233,1,tank
88,1,xo
71,1,pokes
72,1,beauty
73,1,replacing
74,1,cadillac
78,1,excited
79,1,types
82,1,appreciate
83,1,enter
84,1,operate
85,1,order
86,1,deform
87,1,discerning
90,1,unitaskers
69,1,disappoint
91,1,imo
93,1,400
94,1,weeks
96,1,eventually
97,1,slate
104,1,taught
105,1,extract
106,1,rv
109,1,washes
111,1,free
112,1,standard
115,1,lout
70,1,pizza
68,1,amazing
119,1,wobbling
38,1,negative
3,1,dishawasher
6,1,cushy
7,1,sorry
9,1,updated
10,1,replaces
17,1,rusts
23,1,told
29,1,reports
31,1,stray
33,1,sliced
34,1,remnant
37,1,army
39,1,therefore
66,1,turn
41,1,uncrushed
45,1,99
46,1,98
49,1,90
51,1,aligned
53,1,wore
54,1,cheapest
55,1,looooooove
57,1,crackers
58,1,root
62,1,keep
64,1,aging
118,1,arrived
120,1,onto
230,1,shattering
189,1,fair
173,1,attempts
174,1,cheaply
175,1,folded
176,1,spits
177,1,folks
178,1,wearing
179,1,plate
180,1,de
182,1,handwashing
184,1,bar
186,1,bag
188,1,ruins
190,1,heirloom
170,1,fussy
196,1,capacity
199,1,hopefully
200,1,lazy
206,1,ws
210,1,essentially
214,1,tolerances
216,1,otimo
221,1,bothers
222,1,extraction
224,1,basic
228,1,deeper
229,1,worker
171,1,retire
168,1,consumer
121,1,chopped
142,1,tipping
122,1,grade
124,1,downside
125,1,delicious
127,1,rated
131,1,grandchildren
133,1,leaking
135,1,wastes
136,1,wasted
137,1,kept
138,1,likely
139,1,silly
140,1,friend
143,1,mini
165,1,mushy
144,1,ran
145,1,torque
148,1,raw
149,1,seen
151,1,tells
152,1,dozen
155,1,soaked
158,1,wrists
160,1,thrilled
161,1,regular
163,1,mashes
164,1,lifesaver
473,1,care
479,1,constantly
905,1,70
480,1,muche
738,1,section
739,1,crust
742,1,condensed
743,1,full
744,1,escaping
747,1,awesone
749,1,yummy
751,1,colored
753,1,prior
755,1,healthier
756,1,action
759,1,sticking
760,1,via
762,1,suddenly
765,1,kitchenaide
766,1,4Â½
769,1,comparing
772,1,kick
773,1,flat
774,1,flaw
777,1,stick
779,1,particular
781,1,grill
783,1,squish
784,1,hour
785,1,mall
787,1,beautiful
737,1,opted
736,1,hesitation
735,1,cheeses
707,1,calls
686,1,gone
687,1,leaked
688,1,taste
690,1,general
691,1,daily
692,1,lifetime
694,1,fill
695,1,tedious
700,1,poor
701,1,obsessed
703,1,gifts
705,1,brands
709,1,mash
730,1,preposterous
710,1,u
711,1,stringy
712,1,forget
713,1,mp4
716,1,dribble
717,1,program
718,1,norm
719,1,paying
723,1,condition
724,1,sentimental
727,1,harry
729,1,ten
789,1,stated
792,1,phrase
795,1,breaking
872,1,story
856,1,guest
857,1,thrown
858,1,faucet
859,1,terrible
860,1,expecting
861,1,w
862,1,solidly
863,1,feed
864,1,major
867,1,arsenal
868,1,fancy
871,1,soapy
874,1,leverage
852,1,imagine
875,1,comfy
877,1,flimsy
883,1,park
888,1,defect
889,1,donâ
892,1,robustly
894,1,lil
899,1,knobs
900,1,play
901,1,added
902,1,charm
903,1,plan
854,1,even3
851,1,reason
796,1,freshly
817,1,ruining
798,1,mincers
799,1,happyer
800,1,coming
801,1,choice
803,1,anytime
804,1,pleasure
810,1,kitchenaid
811,1,isnt
812,1,dough
813,1,trouble
814,1,24
815,1,20
818,1,might
850,1,squished
819,1,misalignment
823,1,grippy
824,1,number
825,1,walls
826,1,complain
830,1,loosely
833,1,everyone
838,1,itâ
844,1,lovers
846,1,research
847,1,health
849,1,protruding
685,1,rust
678,1,recommends
676,1,grated
548,1,multple
531,1,paid
532,1,pair
533,1,inserted
534,1,forever
536,1,surprising
538,1,average
539,1,later
541,1,professional
542,1,rating
543,1,show
546,1,discovered
547,1,rounded
550,1,texture
527,1,opposite
553,1,begging
557,1,nearly
558,1,builds
562,1,yield
563,1,stupid
565,1,ends
566,1,anyways
568,1,smashes
569,1,wonder
570,1,ways
571,1,review
573,1,affordable
528,1,track
526,1,multiple
575,1,supermarket
500,1,releases
481,1,surviving
482,1,rachel
483,1,potter
485,1,directly
486,1,rind
488,1,zap
491,1,arthritic
492,1,caught
494,1,anyone
496,1,white
498,1,lingering
499,1,gives
501,1,png
523,1,interior
502,1,11
504,1,12
505,1,15
507,1,16
511,1,pre
512,1,tasted
514,1,turned
515,1,sad
516,1,tastes
518,1,lumps
519,1,aside
521,1,equipment
574,1,screen
576,1,comb
673,1,lacquered
652,1,overly
629,1,thinking
632,1,improvement
633,1,unpressable
634,1,pile
636,1,real
639,1,amd
640,1,early
642,1,darn
644,1,world
648,1,served
649,1,downward
651,1,thinks
654,1,power
627,1,touch
656,1,retains
658,1,leftover
660,1,manufacturer
661,1,comparison
662,1,ok
666,1,stand
667,1,mixed
668,1,mean
669,1,fantastique
670,1,parties
671,1,prepare
672,1,area
628,1,weekly
626,1,recycled
578,1,img
601,1,middle
580,1,trader
581,1,flipped
582,1,paring
585,1,afterwards
588,1,moreover
589,1,destroyed
590,1,mart
591,1,direction
592,1,offered
593,1,blessing
594,1,spills
595,1,eaters
604,1,worry
622,1,breeze
606,1,granted
607,1,bowl
608,1,handwash
609,1,figuring
611,1,workout
615,1,running
616,1,changing
617,1,slicing
618,1,drain
619,1,magical
620,1,breezy
621,1,smooshed
1391,1,pods
